"SSRIs are less cardiotoxic than many first-generation antidepressants, but there is still evidence that they inhibit sodium, calcium, and potassium ion channels at concentrations near therapeutic levels.","“<they, inhibit, sodium , calcium, and potassium ion channels>”",30521236,2020,StatPearls,"University Hospital, St John Medical Cr",,,,,,,,,,,,,,,,,,,,
"Interestingly, inhibition of p90RSK kinase activity abolished the phosphorylation of Akt as well as the protein expression of ICAM-1, VCAM-1, MMP-2, and NF-κB p65 in Ang II-treated RASMCs.","“<inhibition, abolished, phosphorylation>”",31864701,2020,Biochem Biophys Res Commun.,"Department of Pharmacology, Chungnam National University College of Pharmacy, Daejeon, Republic of Korea; Institute of Drug Research & Development, Chungnam National University",,,,,,,,,,,,,,,,,,,,
"Importantly, disturbing the recruitment of SGs components or microtubule polymerization, as well as other strategies that can abolish SGs formation, is reported to inhibit tumour progression, suggesting that targeting SGs could be a promising strategy for cancer treatment. ","“<other strategies, abolish, SGs formation>”",31301065,2019,Br J Pharmacol.,"Zhejiang Province Key Laboratory of Anti-Cancer Drug Research, College of Pharmaceutical Sciences, Zhejiang University",,,,,,,,,,,,,,,,,,,,
LIR mutants of STING abolished its interaction with LC3 and its activation of autophagy.,"“<LIR mutants, abolished, its interaction>”",30568238,2019,Cell Death Differ.,"College of Life Sciences, Nankai University",,,,,,,,,,,,,,,,,,,,
"Anti-QS agents can abolish the QS signaling and prevent the biofilm formation, therefore reducing bacterial virulence without causing drug-resistant to the pathogens, suggesting that anti-QS agents are potential alternatives for antibiotics.","“<Anti-QS agents, abolish, QS signaling>”",31080810,2019,Biomed Res Int.,"Laboratory of Animal Nutritional Physiology and Metabolic Process, Institute of Subtropical Agriculture, Chinese Academy of Sciences",,,,,,,,,,,,,,,,,,,,
"On the other hand, autophagy has been reported to perform context-dependent roles in cancer; at times, it becomes lethal and abolishes tumorigenesis, whereas, at other instances, it protects cancer cells by providing a rescue mechanism under adverse conditions.","“<it, abolishes, tumorigenesis>”",31158463,2019,Semin Cancer Biol.,"Cancer and Cell Death Laboratory, Department of Life Science, National Institute of Technology Rourkela",,,,,,,,,,,,,,,,,,,,
"The cessation of ThymoD transcription abolishes transcription-mediated demethylation, recruiting looping factors such as the cohesin complex, CCCTC-binding factor (CTCF), ultimately leading to the phenotype of severe combined immunodeficiency and T-cell leukemia/lymphoma.","“<cessation, abolishes, transcription-mediated demethylation>”",31228211,2019,Cancer Sci.,"Department of Pediatrics and Developmental Biology, Tokyo Medical and Dental University",,,,,,,,,,,,,,,,,,,,
NEK7 knockdown abolish ATP + LPS-induced pyroptosis in vitro and improved DSS-induced chronic colitis in vivo.,"“<NEK7 knockdown, abolish, ATP + LPS-induced proptosis>”",31787755,2019,Cell Each Dis.,"Department of Geriatric Surgery, The Second Xiangya Hospital, Central South University",,,,,,,,,,,,,,,,,,,,
"We demonstrate that citrullination of antiplasmin, antithrombin, t-PAI, and C1 inhibitor (P1-Arg-containing Serpins) abolishes their ability to inhibit their cognate proteases","“<citrullination, abolishes, their ability>”",29628436,2018,Cell Chem Biol.,"Department of Biochemistry and Pharmacology, University of Massachusetts Medical School",,,,,,,,,,,,,,,,,,,,
The blockage of autophagy induction largely abolished the protective effect of SIRT3 in sepsis-induced AKI.,"“<blockage, abolished, protective effect>”",30487750,2018,Front Physiol.,"Department of Organ Transplantation, Changhai Hospital, Second Military Medical University",,,,,,,,,,,,,,,,,,,,
"Loss of either channel significantly impairs taste, and loss of both channels completely abolishes the ability to detect bitter, sweet, or umami stimuli. ","“<loss, abolishes, ability>”",29311301,2018,Proc Natl Acad Sci U S A,"Department of Biological Sciences, University at Buffalo",,,,,,,,,,,,,,,,,,,,
The AhR antagonist CH223191 obviously abolished NLRP3 inflammasome activation inhibited by cardamonin.,"“<AhR antagonist CH223191, abolished, NLRP3 inflammasome activation>” ",30071202,2018,Biochem Pharmacol.,"Department of Pharmacology of Chinese Materia Medica, School of Traditional Chinese Pharmacy, China Pharmaceutical University",,,,,,,,,,,,,,,,,,,,
"Brief activation of Kiss1ARH axon terminals in the preoptic area of the hypothalamus recapitulates this response, while pharmacological blockade of neurokinin B (NkB) receptors in the same brain region abolishes it.","“<pharmacological blockade, abolishes, it>”",29996088,2018,Cell Rep.,"Howard Hughes Medical Institute, University of Washington, Seattle, WA 98195, USA; Departments of Biochemistry and Genome Sciences, University of Washington",,,,,,,,,,,,,,,,,,,,
"The activity of the phosphatidilcholine canalicular transporter Mdr2 P-glycoprotein (homologous to the human ABCB4) is essential for LpX appearance, since its suppression abolishes Lp-X formation.","“<suppression, abolishes, Lp-X formation>”",30503707,2018,Nutr Metab Cardiovasc Disc.,"Department of Medicine, University of Padua",,,,,,,,,,,,,,,,,,,,
Inactivation of lacL abolishes growth of L. acidophilus NCFM on LNnT.,"“<Inactivation, abolishes, growth>”",28780101,2017,J Dairt Sci,"Department of Food Science and Human Nutrition, University of Illinois, Urbana 61801.",,,,,,,,,,,,,,,,,,,,
"Sympathetic-specific deletion of TrkA receptor or pharmacologic ablation by 6-hydroxydopamine abolishes these intra-adipose arborizations and, as a result, cold-induced beiging of inguinal WAT.","“<Sympathetic-specific deletion, abolishes, these intra-adipose arborizations>”",28918935,2017,Cell Metab.,"Center for Life Sciences, Tsinghua University, Beijing 100084, China; Institute for Immunology and School of Medicine, Tsinghua University",,,,,,,,,,,,,,,,,,,,
